Sequence name,Lineage,Probability,Most common countries,Number of taxa,Date range,Days since last sampling
sample_AECOM-001/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-002/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-003/ARTIC/nanopolish,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",49
sample_AECOM-004/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-005/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-006/ARTIC/nanopolish,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",49
sample_AECOM-007/ARTIC/nanopolish,B.1.26,1.0,"USA, New_Zealand, India",106,"March-17, July-26",52
sample_AECOM-008/ARTIC/nanopolish,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",49
sample_AECOM-009/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-010/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-011/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-012/ARTIC/nanopolish,B.1.26,1.0,"USA, New_Zealand, India",106,"March-17, July-26",52
sample_AECOM-013/ARTIC/nanopolish,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",49
sample_AECOM-016/ARTIC/nanopolish,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",49
sample_AECOM-017/ARTIC/nanopolish,B.1.26,1.0,"USA, New_Zealand, India",106,"March-17, July-26",52
sample_AECOM-018/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-020/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-021/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-022/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-023/ARTIC/nanopolish,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",49
sample_AECOM-024/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-025/ARTIC/nanopolish,B.1.26,1.0,"USA, New_Zealand, India",106,"March-17, July-26",52
sample_AECOM-026/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-027/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-028/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-030/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-031/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-032/ARTIC/nanopolish,B.2.1,1.0,"UK, Australia, USA",2157,"February-09, July-20",58
sample_AECOM-033/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-035/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-036/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-037/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-038/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-039/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-040/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-041/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-042/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-043/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-044/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-045/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-046/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-047/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-048/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-049/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-050/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-051/ARTIC/nanopolish,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",49
sample_AECOM-052/ARTIC/nanopolish,B.1.26,1.0,"USA, New_Zealand, India",106,"March-17, July-26",52
sample_AECOM-053/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-054/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-055/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
sample_AECOM-056/ARTIC/nanopolish,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",28
